"","LocationKey","Parcel.Number","Property.Location","Closed.Roll.Year","Assessed.Land.Value","Assessed.Improvement.Value","simple415","completion_year","Use.Code","Use.Definition","Property.Class.Code","Property.Class.Code.Definition","Year.Property.Built","Property.Area","Assessor.Neighborhood.District","Assessor.Neighborhood.Code","Assessor.Neighborhood","Supervisor.District.x","Analysis.Neighborhood","Zip.Code","census_code","census_tract","Project.ID","Project.Status","Housing.Tenure","Planning.Case.Number","Section.415.Declaration","Actual.Estimated.Completion.Date","Number.of.Bathrooms","Number.of.Bedrooms","Number.of.Rooms","Number.of.Stories","Number.of.Units","Project.Units","Affordable.Units","Units.Subject.to.Section.415","On.Site.Affordable.Units","Off.Site.Affordable.Units","Off.Site.Affordable.Units.at.This.Site","SRO.Units","Studio.Units","X1bd.Units","X2bd.Units","X3bd.Units","X4bd.Units","X30..AMI","X50..AMI","X55..AMI","X60..AMI","X80..AMI","X90..AMI","X100..AMI","X120..AMI","X150..AMI"
"34030","(37.78868, -122.3918)","3746170","0000 0338 MAIN                ST00D4G",2016,85053,205492,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34037","(37.78868, -122.3918)","3746170","0000 0338 MAIN                ST00D4G",2017,777750,777750,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34253","(37.78868, -122.3918)","3746171","0201 0201 FOLSOM              ST00D4H",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34073","(37.78868, -122.3918)","3746171","0000 0338 MAIN                ST00D4H",2016,54423,131489,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34099","(37.78868, -122.3918)","3746171","0000 0338 MAIN                ST00D4H",2017,497247,497247,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34862","(37.78868, -122.3918)","3746172","0201 0201 FOLSOM              ST00D5A",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35252","(37.78868, -122.3918)","3746172","0000 0338 MAIN                ST00D5A",2016,83412,201528,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34267","(37.78868, -122.3918)","3746172","0000 0338 MAIN                ST00D5A",2017,783095,783096,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35157","(37.78868, -122.3918)","3746173","0201 0201 FOLSOM              ST00D5B",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34809","(37.78868, -122.3918)","3746173","0000 0338 MAIN                ST00D5B",2016,73840,178401,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34279","(37.78868, -122.3918)","3746173","0000 0338 MAIN                ST00D5B",2017,675750,675750,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34682","(37.78868, -122.3918)","3746174","0201 0201 FOLSOM              ST00D5C",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34012","(37.78868, -122.3918)","3746174","0000 0338 MAIN                ST0005C",2016,86147,208135,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34142","(37.78868, -122.3918)","3746174","0000 0338 MAIN                ST0005C",2017,804069,804069,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34941","(37.78868, -122.3918)","3746175","0201 0201 FOLSOM              ST00D5D",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34609","(37.78868, -122.3918)","3746175","0000 0338 MAIN                ST00D5D",2016,51415,124219,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35092","(37.78868, -122.3918)","3746175","0000 0338 MAIN                ST00D5D",2017,471750,471750,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35260","(37.78868, -122.3918)","3746176","0201 0201 FOLSOM              ST00D5E",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34650","(37.78868, -122.3918)","3746176","0000 0338 MAIN                ST00D5E",2016,77668,187650,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34281","(37.78868, -122.3918)","3746176","0000 0338 MAIN                ST00D5E",2017,743890,743890,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34902","(37.78868, -122.3918)","3746177","0201 0201 FOLSOM              ST00D5F",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34410","(37.78868, -122.3918)","3746177","0000 0338 MAIN                ST00D5F",2016,72200,174436,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35331","(37.78868, -122.3918)","3746177","0000 0338 MAIN                ST00D5F",2017,660450,660450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35253","(37.78868, -122.3918)","3746178","0201 0201 FOLSOM              ST00D5G",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34038","(37.78868, -122.3918)","3746178","0000 0338 MAIN                ST00D5G",2016,83412,201528,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35133","(37.78868, -122.3918)","3746178","0000 0338 MAIN                ST00D5G",2017,762449,762449,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34534","(37.78868, -122.3918)","3746179","0201 0201 FOLSOM              ST00D5H",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35417","(37.78868, -122.3918)","3746179","0000 0338 MAIN                ST00D5H",2016,55516,134130,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35289","(37.78868, -122.3918)","3746179","0000 0338 MAIN                ST00D5H",2017,517090,517090,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34705","(37.78868, -122.3918)","3746180","0201 0201 FOLSOM              ST00D6A",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35040","(37.78868, -122.3918)","3746180","0000 0338 MAIN                ST00D6A",2016,87241,210777,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35426","(37.78868, -122.3918)","3746180","0000 0338 MAIN                ST00D6A",2017,812171,812171,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34889","(37.78868, -122.3918)","3746181","0201 0201 FOLSOM              ST00D6B",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34503","(37.78868, -122.3918)","3746181","0000 0338 MAIN                ST00D6B",2016,77668,187650,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35087","(37.78868, -122.3918)","3746181","0000 0338 MAIN                ST00D6B",2017,711450,711450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35535","(37.78868, -122.3918)","3746182","0201 0201 FOLSOM              ST00D6C",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34412","(37.78868, -122.3918)","3746182","0000 0338 MAIN                ST00D6C",2016,83412,201528,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35049","(37.78868, -122.3918)","3746182","0000 0338 MAIN                ST00D6C",2017,762450,762450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35553","(37.78868, -122.3918)","3746183","0201 0201 FOLSOM              ST00D6D",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34466","(37.78868, -122.3918)","3746183","0000 0338 MAIN                ST00D6D",2016,55516,134130,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34359","(37.78868, -122.3918)","3746183","0000 0338 MAIN                ST00D6D",2017,507450,507450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,873,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35271","(37.78868, -122.3918)","3746184","0201 0201 FOLSOM              ST00D6E",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34947","(37.78868, -122.3918)","3746184","0000 0338 MAIN                ST00D6E",2016,88881,214744,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34197","(37.78868, -122.3918)","3746184","0000 0338 MAIN                ST00D6E",2017,813450,813450,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1382,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35250","(37.78868, -122.3918)","3746185","0201 0201 FOLSOM              ST00D6F",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34121","(37.78868, -122.3918)","3746185","0000 0338 MAIN                ST00D6F",2016,69465,167828,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35128","(37.78868, -122.3918)","3746185","0000 0338 MAIN                ST00D6F",2017,634950,634950,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1181,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35268","(37.78868, -122.3918)","3746186","0201 0201 FOLSOM              ST00D6G",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35061","(37.78868, -122.3918)","3746186","0000 0338 MAIN                ST00D6G",2016,90523,218707,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34521","(37.78868, -122.3918)","3746186","0000 0338 MAIN                ST00D6G",2017,845191,845192,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1401,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34555","(37.78868, -122.3918)","3746187","0201 0201 FOLSOM              ST00D6H",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34446","(37.78868, -122.3918)","3746187","0000 0338 MAIN                ST00D6H",2016,49773,120255,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33929","(37.78868, -122.3918)","3746187","0000 0338 MAIN                ST00D6H",2017,456450,456450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,854,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",1,1,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34245","(37.78868, -122.3918)","3746188","0201 0201 FOLSOM              ST00D7A",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34295","(37.78868, -122.3918)","3746188","0000 0338 MAIN                ST00D7A",2016,92164,222671,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33949","(37.78868, -122.3918)","3746188","0000 0338 MAIN                ST00D7A",2017,841414,841414,"Other",2015,"SRES","Single Family Residential","Z","Condominium",2016,1379,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33919","(37.78868, -122.3918)","3746189","0201 0201 FOLSOM              ST00D7B",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35404","(37.78868, -122.3918)","3746189","0000 0338 MAIN                ST00D7B",2016,72200,174436,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33912","(37.78868, -122.3918)","3746189","0000 0338 MAIN                ST00D7B",2017,660450,660450,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1178,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34274","(37.78868, -122.3918)","3746190","0201 0201 FOLSOM              ST00D7C",2015,0,0,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35162","(37.78868, -122.3918)","3746190","0000 0338 MAIN                ST00D7C",2016,83412,201528,"Other",2015,"MRES","Multi-Family Residential","A15","Apartment 15 Units or more",2016,1403,9,"9B","Financial District South",6,"Financial District/South Beach",94105,"060750615003011",61500,"2009-016","(6) Complete","Ownership","2000.1073","Off-site BMR Project","11/30/2015",2,2,0,0,0,655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
